68.6	-1.6815	637	NAN	
68.7	-1.6815	637.5	NAN	
68.8	-1.686	638	NAN	
68.9	-1.686	638.5	NAN	
69	-1.6875	638.5	NAN	
69.1	-1.689	639	NAN	
69.2	-1.689	639.5	NAN	
69.3	-1.6905	639.5	NAN	
69.4	-1.692	640	NAN	
69.5	-1.6935	640.5	NAN	
69.6	-1.6935	641	NAN	
69.7	-1.6965	641.5	NAN	
69.8	-1.6965	641.5	NAN	
69.9	-1.6995	642	NAN	
70	-1.701	643	NAN	
70.1	-1.7025	643.5	NAN	
70.2	-1.704	643.5	NAN	
70.3	-1.704	644	NAN	
70.4	-1.704	644	NAN	
70.5	-1.71	645.5	NAN	
70.6	-1.716	647	NAN	
70.7	-1.7205	648	NAN	
70.8	-1.7205	648.5	NAN	
70.9	-1.722	649.5	NAN	
71	-1.722	650	NAN	
71.1	-1.7235	650	NAN	
71.2	-1.725	650.5	NAN	
71.3	-1.728	651	NAN	
71.4	-1.7325	652	NAN	
71.5	-1.7355	653.5	NAN	
71.6	-1.7385	654.5	NAN	
71.7	-1.7415	655	NAN	
71.8	-1.74	655.5	NAN	
71.9	-1.746	656.5	NAN	
72	-1.746	656.5	NAN	
72.1	-1.7475	657.5	NAN	
72.2	-1.7475	657.5	NAN	
72.3	-1.7505	658	NAN	
72.4	-1.749	658.5	NAN	
72.5	-1.7505	658.5	NAN	
72.6	-1.752	659	NAN	
72.7	-1.7535	659	NAN	
72.8	-1.755	659.5	NAN	
72.9	-1.7535	659.5	NAN	
73	-1.755	659.5	NAN	
73.1	-1.755	660	NAN	
73.2	-1.7565	660	NAN	
73.3	-1.755	660	NAN	
73.4	-1.761	661	NAN	
73.5	-1.7625	662	NAN	
73.6	-1.764	662	NAN	
73.7	-1.764	662.5	NAN	
73.8	-1.7655	662.5	NAN	
73.9	-1.7655	663	NAN	
74	-1.764	663	NAN	
74.1	-1.767	663.5	NAN	
74.2	-1.7685	663.5	NAN	
74.3	-1.767	664	NAN	
74.4	-1.77	664	NAN	
74.5	-1.7685	664	NAN	
74.6	-1.7685	664	NAN	
74.7	-1.7685	664	NAN	
74.8	-1.7685	664.5	NAN	
